	dfr	relevancy
1241812.0	0.053490393	0
1242151.0	0.056455955	0
1247395.0	0.054948777	0
1253515.0	0.05932624	0
1253515.0	0.05932624	0
1253515.0	0.05932624	0
1253515.0	0.05932624	0
1253520.0	0.06467116	0
1253520.0	0.06467116	0
1257451.0	0.06414466	0
1257451.0	0.06414466	0
1257451.0	0.06414466	0
1257451.0	0.06414466	0
1257651.0	0.056113843	0
1262735.0	0.07189503	0
1266355.0	0.08345051	0
1274327.0	0.062339902	0
1277832.0	0.09885399	0
1289282.0	0.06178503	0
1291370.0	0.06358585	0
1298305.0	0.08612268	0
1308873.0	0.05330792	0
1310515.0	0.070454314	0
1314890.0	0.052172154	0
1316875.0	0.0634753	0
1316875.0	0.0634753	0
1318457.0	0.06662524	1
1318493.0	0.08120098	0
1323303.0	0.050920676	0
1323317.0	0.05593766	0
1325039.0	0.09831545	0
1325039.0	0.09831545	0
1326207.0	0.093160816	0
1326214.0	0.071011096	0
1326214.0	0.071011096	0
1326214.0	0.071011096	0
1326214.0	0.071011096	0
1327715.0	0.05589952	0
1327715.0	0.05589952	0
1327715.0	0.05589952	0
1342636.0	0.055960357	0
1351204.0	0.05719892	0
1352359.0	0.054402143	0
1352359.0	0.054402143	0
1373644.0	0.05579707	0
1373644.0	0.05579707	0
1382225.0	0.0751357	0
1382225.0	0.0751357	0
1386707.0	0.05737391	0
1402267.0	0.07041563	2
1402280.0	0.05396539	1
1413531.0	0.06510165	0
1421401.0	0.05128675	0
1435899.0	0.098900065	0
1436032.0	0.06169296	0
1440793.0	0.050805897	0
1448191.0	0.052053157	0
1448205.0	0.062281836	0
1450293.0	0.057287596	1
1450322.0	0.056820244	0
1456957.0	0.055493224	0
1456962.0	0.060133494	0
1456975.0	0.058189776	0
1458326.0	0.1296451	0
1458326.0	0.1296451	0
1458326.0	0.1296451	0
1458326.0	0.1296451	0
1459877.0	0.08132644	1
1459932.0	0.05334328	0
1459932.0	0.05334328	0
1459932.0	0.05334328	0
1464150.0	0.093300715	0
1464382.0	0.06186167	0
1464382.0	0.06186167	0
1464382.0	0.06186167	0
1464382.0	0.06186167	0
1471802.0	0.05946	0
1471802.0	0.05946	0
1471802.0	0.05946	0
1475568.0	0.05616198	0
1475844.0	0.0550483	0
1475844.0	0.0550483	1
1479389.0	0.05372461	0
1479417.0	0.054292582	0
1479417.0	0.054292582	0
1479808.0	0.05770237	0
1479820.0	0.066444054	0
1481527.0	0.06987871	0
1481535.0	0.06200161	0
1481535.0	0.06200161	0
1481535.0	0.06200161	0
1501005.0	0.0704365	0
1501044.0	0.056854993	0
1501099.0	0.055311013	0
1513152.0	0.06307797	0
1513152.0	0.06307797	0
1513152.0	0.06307797	0
1513152.0	0.06307797	0
1513328.0	0.08433184	0
1513523.0	0.071194835	0
1513559.0	0.08306685	0
1513559.0	0.08306685	0
1513568.0	0.08228217	0
1513568.0	0.08228217	0
1523371.0	0.053571325	0
1523371.0	0.053571325	1
1523371.0	0.053571325	1
1526441.0	0.093117535	0
1526441.0	0.093117535	0
1533819.0	0.09258181	1
1538622.0	0.05310052	0
1538622.0	0.05310052	0
1540431.0	0.070454575	0
1543628.0	0.08353481	0
1544332.0	0.10524317	0
1550718.0	0.056956727	0
1552052.0	0.05707322	0
1553435.0	0.0918611	0
1553435.0	0.0918611	0
1553435.0	0.0918611	0
1553435.0	0.0918611	0
1553435.0	0.0918611	0
1553435.0	0.0918611	0
1553445.0	0.06290804	0
1557855.0	0.08304032	0
1559601.0	0.06839449	2
1559601.0	0.06839449	2
1559700.0	0.066201344	0
1560153.0	0.07456188	0
1562439.0	0.06664047	0
1563448.0	0.07280983	0
1564027.0	0.06443066	0
1564027.0	0.06443066	0
1564027.0	0.06443066	0
1564027.0	0.06443066	2
1564048.0	0.06766799	0
1569821.0	0.054739796	0
1570135.0	0.13262442	0
1570363.0	0.07589543	0
1570456.0	0.054298837	0
1570456.0	0.054298837	0
1578574.0	0.066306226	0
1578574.0	0.066306226	0
1581458.0	0.056214783	0
1581458.0	0.056214783	0
1581463.0	0.053062104	0
1586188.0	0.14765626	1
1592121.0	0.051470716	0
1592140.0	0.07006116	0
1592146.0	0.08414716	0
1592148.0	0.0847868	0
1592293.0	0.17892653	0
1592487.0	0.10904419	0
1592487.0	0.10904419	0
1592487.0	0.10904419	0
1602196.0	0.08501424	0
1602198.0	0.08782923	1
1602205.0	0.06309416	0
1602206.0	0.08351189	0
1613243.0	0.052816875	0
1617112.0	0.08592216	1
1617112.0	0.08592216	0
1618394.0	0.07296696	0
1618394.0	0.07296696	0
1621098.0	0.0646068	0
1624823.0	0.055950865	1
1624824.0	0.08808544	0
1626475.0	0.0834572	0
1629021.0	0.05110774	0
1629026.0	0.0680803	1
1634852.0	0.07164502	0
1634852.0	0.07164502	0
1635700.0	0.07019799	0
1635700.0	0.07019799	0
1635700.0	0.07019799	0
1636717.0	0.06965255	0
1637094.0	0.06298101	0
1637094.0	0.06298101	0
1654154.0	0.053270217	0
1654154.0	0.053270217	0
1654185.0	0.06586628	0
1687187.0	0.06609751	2
1687187.0	0.06609751	1
1698479.0	0.08366522	0
1702348.0	0.062794715	0
1705513.0	0.052586958	0
1716178.0	0.051783048	0
1751015.0	0.058057137	1
1761892.0	0.055571552	0
1764004.0	0.07761401	0
1764004.0	0.07761401	2
1764004.0	0.07761401	1
1764004.0	0.07761401	2
1764008.0	0.0527943	0
1764010.0	0.06755307	0
1764010.0	0.06755307	0
1764010.0	0.06755307	0
1764010.0	0.06755307	0
1764010.0	0.06755307	0
1764010.0	0.06755307	0
1764014.0	0.07417501	0
1769382.0	0.06888034	0
1779268.0	0.056410253	0
1781427.0	0.050992873	0
1784103.0	0.09468967	0
1784604.0	0.06354088	0
1784639.0	0.052344505	0
1784748.0	0.061817292	2
1785367.0	0.05266335	0
1791015.0	0.069220446	0
1791015.0	0.069220446	0
1791015.0	0.069220446	0
1791015.0	0.069220446	0
1794008.0	0.061249904	0
1796862.0	0.061301664	0
1800846.0	0.08169887	0
1804104.0	0.051840637	0
1805747.0	0.053218395	0
1805747.0	0.053218395	0
1808067.0	0.08525795	0
1824724.0	0.054697443	0
1824728.0	0.16549495	0
1824728.0	0.16549495	0
1824728.0	0.16549495	0
1824728.0	0.16549495	0
1824728.0	0.16549495	0
1824731.0	0.07592469	0
1824744.0	0.12153711	0
1824744.0	0.12153711	0
1824744.0	0.12153711	0
1824744.0	0.12153711	0
1824747.0	0.10351178	0
1824747.0	0.10351178	0
1824760.0	0.062481195	0
1829161.0	0.08270438	0
1829162.0	0.08379565	0
1831474.0	0.051744763	0
1847506.0	0.05387356	0
1852285.0	0.0575068	0
1852285.0	0.0575068	0
1852375.0	0.051178396	0
1852545.0	0.075589284	0
1852545.0	0.075589284	1
1852906.0	0.079573825	0
1852908.0	0.06258173	0
1852908.0	0.06258173	0
1852908.0	0.06258173	0
1855694.0	0.11693414	0
1855694.0	0.11693414	0
1863421.0	0.095177434	0
1863421.0	0.095177434	0
1863421.0	0.095177434	0
1863421.0	0.095177434	0
1863421.0	0.095177434	0
1863421.0	0.095177434	0
1876232.0	0.053082954	1
1876464.0	0.0612889	0
1885430.0	0.052081622	0
1885430.0	0.052081622	1
1887528.0	0.07206625	0
1887528.0	0.07206625	0
1888688.0	0.08517607	0
1891107.0	0.07891187	0
1892013.0	0.051716283	0
1894807.0	0.0560918	0
1899482.0	0.083116606	0
1904206.0	0.08061816	0
1904453.0	0.05513352	0
1904453.0	0.05513352	0
1906743.0	0.053519577	0
1906743.0	0.053519577	0
1906865.0	0.08748399	0
1906866.0	0.06326749	0
1906866.0	0.06326749	1
1913172.0	0.06866932	0
1913172.0	0.06866932	0
1914049.0	0.07884401	0
1914302.0	0.06075867	0
1914302.0	0.06075867	0
1914302.0	0.06075867	0
1920530.0	0.077376686	0
1920530.0	0.077376686	0
1925057.0	0.052917592	0
1934376.0	0.07011475	0
1934376.0	0.07011475	0
1936261.0	0.05124655	0
1936270.0	0.0575084	0
1936270.0	0.0575084	0
1936994.0	0.060294796	0
1936994.0	0.060294796	0
1936994.0	0.060294796	2
1936994.0	0.060294796	0
1939710.0	0.06821601	0
1939729.0	0.06609635	0
1939918.0	0.058975477	0
1939918.0	0.058975477	0
1940253.0	0.07562498	0
1940253.0	0.07562498	0
1940287.0	0.076612905	0
1940287.0	0.076612905	0
1940304.0	0.09339383	0
1942180.0	0.052681558	0
1942180.0	0.052681558	0
1942180.0	0.052681558	0
1942180.0	0.052681558	0
1942180.0	0.052681558	0
1942180.0	0.052681558	0
1942180.0	0.052681558	0
1942180.0	0.052681558	0
1947954.0	0.054288197	2
1947967.0	0.051853254	0
1948008.0	0.05945139	0
1948008.0	0.05945139	0
1948008.0	0.05945139	0
1963326.0	0.08884142	0
1963326.0	0.08884142	0
1963326.0	0.08884142	0
1963453.0	0.12693825	0
1973079.0	0.07950953	0
1973079.0	0.07950953	0
1994592.0	0.06623776	0
1995202.0	0.07396252	0
1995203.0	0.08262176	0
2008193.0	0.08857805	0
2014751.0	0.076376475	0
2014766.0	0.096807696	0
2020460.0	0.08829383	2
2033566.0	0.06695664	0
2034557.0	0.058518596	0
2034563.0	0.08170875	0
2034573.0	0.056915745	0
2034581.0	0.062268976	0
2040193.0	0.07442135	0
2045078.0	0.06655474	0
2045078.0	0.06655474	1
2045102.0	0.08628296	0
2045103.0	0.056286607	2
2045103.0	0.056286607	0
2045103.0	0.056286607	1
2045103.0	0.056286607	0
2045103.0	0.056286607	0
2045104.0	0.053890258	0
2045657.0	0.1170592	0
2045657.0	0.1170592	0
2045659.0	0.06214202	0
2048943.0	0.0638854	0
2050141.0	0.09906912	0
2072938.0	0.054765224	0
2072948.0	0.06943719	2
2075500.0	0.055954546	0
2075501.0	0.061571434	0
2078590.0	0.055623293	0
2078590.0	0.055623293	0
2078590.0	0.055623293	0
2082032.0	0.06767849	0
2082655.0	0.059914414	0
2083671.0	0.06275812	0
2089067.0	0.07068936	0
2092434.0	0.069579884	0
2094711.0	0.050869156	0
2094711.0	0.050869156	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096525.0	0.05279582	0
2096713.0	0.054972645	0
2096713.0	0.054972645	1
2098751.0	0.05219929	0
2098751.0	0.05219929	0
2098751.0	0.05219929	0
2098751.0	0.05219929	0
2098751.0	0.05219929	0
2098751.0	0.05219929	0
2098752.0	0.053180523	0
2098752.0	0.053180523	0
2098752.0	0.053180523	0
2098752.0	0.053180523	0
2098752.0	0.053180523	0
2098752.0	0.053180523	0
2098752.0	0.053180523	0
2098753.0	0.06880148	0
2099277.0	0.07132666	0
2116997.0	0.05597903	0
2116997.0	0.05597903	0
2116997.0	0.05597903	0
2116997.0	0.05597903	2
2116997.0	0.05597903	0
2117003.0	0.05249491	0
2117003.0	0.05249491	0
2117003.0	0.05249491	0
2117004.0	0.05394265	0
2117004.0	0.05394265	0
2117004.0	0.05394265	0
2117014.0	0.07231025	0
2117960.0	0.058907885	0
2129146.0	0.11905261	0
2129146.0	0.11905261	0
2133624.0	0.062761426	0
2140058.0	0.063809484	0
2140058.0	0.063809484	0
2140182.0	0.054609463	0
2140187.0	0.0635217	0
2140188.0	0.06879294	0
2164964.0	0.05853057	0
2169208.0	0.1035646	0
2174471.0	0.057910774	1
2174471.0	0.057910774	0
2174498.0	0.060609892	2
2174925.0	0.08044481	0
2186338.0	0.07552819	0
2194701.0	0.051789224	0
2206363.0	0.064686514	0
2211302.0	0.057256013	0
2211302.0	0.057256013	2
2211463.0	0.07859896	0
2211477.0	0.050563395	0
2213673.0	0.060220577	1
2217540.0	0.07031032	0
2222163.0	0.057361968	0
2222163.0	0.057361968	0
2222670.0	0.052011963	0
2222672.0	0.061212566	0
2232040.0	0.0782778	0
2232040.0	0.0782778	0
2232040.0	0.0782778	0
2232040.0	0.0782778	0
2232040.0	0.0782778	0
2232040.0	0.0782778	0
2232040.0	0.0782778	0
2239218.0	0.082867034	0
2241597.0	0.07329752	0
2244600.0	0.08373863	0
2244600.0	0.08373863	0
2244600.0	0.08373863	0
2244600.0	0.08373863	0
2244600.0	0.08373863	0
2244600.0	0.08373863	0
2244600.0	0.08373863	0
2244618.0	0.11118634	0
2244618.0	0.11118634	0
2245957.0	0.08359289	0
2245957.0	0.08359289	0
2245957.0	0.08359289	0
2245957.0	0.08359289	0
2245957.0	0.08359289	0
2245957.0	0.08359289	1
2245957.0	0.08359289	0
2245957.0	0.08359289	0
2246607.0	0.06500481	0
2248239.0	0.06707398	0
2249599.0	0.06728164	0
2249601.0	0.062219687	0
2253520.0	0.072685935	0
2253537.0	0.06485937	1
2254639.0	0.07851775	0
2254639.0	0.07851775	0
2254639.0	0.07851775	0
2254639.0	0.07851775	2
2254639.0	0.07851775	0
2257948.0	0.054402888	0
2259132.0	0.07183312	0
2262910.0	0.08398416	0
2266718.0	0.06946026	0
2266718.0	0.06946026	0
2266718.0	0.06946026	1
2266718.0	0.06946026	0
2270282.0	0.052175406	1
2270282.0	0.052175406	0
2270282.0	0.052175406	0
2270358.0	0.05844946	2
2270857.0	0.07964412	0
2275741.0	0.08097381	0
2276236.0	0.05619707	0
2276236.0	0.05619707	0
2276474.0	0.07990499	0
2276505.0	0.053620256	0
2276505.0	0.053620256	0
2276505.0	0.053620256	0
2276505.0	0.053620256	0
2276505.0	0.053620256	0
2276505.0	0.053620256	0
2277416.0	0.0766853	0
2277439.0	0.09003067	0
2277439.0	0.09003067	0
2278144.0	0.052318145	0
2279110.0	0.060412824	0
2279110.0	0.060412824	0
2279110.0	0.060412824	0
2279110.0	0.060412824	0
2288603.0	0.06326553	0
2288610.0	0.130968	0
2291324.0	0.052467678	0
2291339.0	0.065854885	2
2315652.0	0.09512472	2
2323013.0	0.05740282	1
2323013.0	0.05740282	0
2329656.0	0.05350836	0
2329859.0	0.051551133	0
2329860.0	0.05257676	0
2330030.0	0.07195296	0
2330057.0	0.07355116	0
2335113.0	0.11000218	0
2335289.0	0.06200736	0
2335289.0	0.06200736	0
2350144.0	0.07132795	0
2350144.0	0.07132795	0
2350146.0	0.056895122	1
2361843.0	0.081437014	0
2364444.0	0.0823954	0
2364577.0	0.0607038	0
2364577.0	0.0607038	0
2364577.0	0.0607038	0
2365965.0	0.06017801	0
2365968.0	0.056527898	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366049.0	0.07123342	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366074.0	0.056772586	0
2366387.0	0.055396434	0
2367394.0	0.056104176	0
2375948.0	0.0647242	0
2385924.0	0.05646979	0
2385924.0	0.05646979	0
2386120.0	0.05574302	0
2386135.0	0.057047613	0
2386135.0	0.057047613	0
2386465.0	0.0646287	0
2387157.0	0.07376083	0
2387157.0	0.07376083	1
2387304.0	0.07685881	0
2395266.0	0.057174727	0
2396599.0	0.060212836	0
2397020.0	0.06292162	0
2397020.0	0.06292162	0
2409332.0	0.07029609	0
2409727.0	0.053512227	0
2413194.0	0.07073848	0
2414822.0	0.09002846	0
2415357.0	0.05832568	0
2415357.0	0.05832568	0
2416450.0	0.11429661	0
2423720.0	0.058276657	0
2424031.0	0.07473808	0
2429898.0	0.110982105	1
2432047.0	0.054536544	0
2438318.0	0.10005709	0
2438319.0	0.086204454	2
2440744.0	0.051227164	0
2441433.0	0.085181266	0
2442120.0	0.054021932	0
2442185.0	0.06011302	0
2442185.0	0.06011302	0
2442605.0	0.07659859	0
2442985.0	0.052375346	0
2442985.0	0.052375346	0
2442985.0	0.052375346	0
2442985.0	0.052375346	0
2443117.0	0.11454708	0
2443155.0	0.0679109	0
2443772.0	0.068966836	0
2443793.0	0.061942674	0
2459161.0	0.06043884	0
2459162.0	0.06413486	0
2459162.0	0.06413486	0
2459199.0	0.050849915	0
2464745.0	0.087367035	0
2464753.0	0.056092843	1
2464759.0	0.055328336	0
2464778.0	0.060580567	0
2467416.0	0.065213256	0
2467416.0	0.065213256	1
2474644.0	0.053228233	1
2474644.0	0.053228233	0
2474644.0	0.053228233	0
2481241.0	0.05306129	0
2483550.0	0.07337694	0
2483552.0	0.06770534	0
2490671.0	0.06465238	0
2490671.0	0.06465238	0
2490671.0	0.06465238	0
2490671.0	0.06465238	0
2490671.0	0.06465238	0
2490671.0	0.06465238	0
2490671.0	0.06465238	0
2490672.0	0.055595603	0
2490681.0	0.095244415	2
2490810.0	0.06392925	0
2491596.0	0.06882918	0
2491596.0	0.06882918	0
2491651.0	0.053545114	0
2492862.0	0.06258983	0
2493599.0	0.053194948	0
2493599.0	0.053194948	0
2494540.0	0.13732743	2
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	1
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496697.0	0.06133438	0
2496981.0	0.08339391	0
2496988.0	0.072564706	1
2496988.0	0.072564706	0
2503962.0	0.1016339	2
2503992.0	0.08478544	0
2503992.0	0.08478544	0
2503992.0	0.08478544	0
2503992.0	0.08478544	0
2503992.0	0.08478544	0
2503992.0	0.08478544	0
2503999.0	0.054609153	0
2515411.0	0.07625715	0
2515417.0	0.055359088	1
2515428.0	0.08004803	1
2515895.0	0.05913845	0
2517059.0	0.1474819	0
2517059.0	0.1474819	0
2517059.0	0.1474819	0
2517072.0	0.079067856	0
2517969.0	0.05388593	0
2518155.0	0.08490515	0
2518156.0	0.05807803	0
2518156.0	0.05807803	0
2518350.0	0.06395523	0
2518696.0	0.050683454	0
2522257.0	0.10920632	0
2526182.0	0.056602105	0
2526396.0	0.08453518	0
2526396.0	0.08453518	0
2526396.0	0.08453518	0
2526407.0	0.06663098	0
2526433.0	0.088544756	2
2526433.0	0.088544756	0
2526433.0	0.088544756	0
2526434.0	0.06107361	0
2526478.0	0.071777984	0
2526518.0	0.060746238	0
2526518.0	0.060746238	0
2527496.0	0.08104661	0
2527567.0	0.051399305	0
2528306.0	0.051250037	0
2531092.0	0.1023722	0
2531092.0	0.1023722	1
2531092.0	0.1023722	0
2531092.0	0.1023722	0
2531110.0	0.058497056	0
2531110.0	0.058497056	0
2531110.0	0.058497056	0
2531110.0	0.058497056	0
2531170.0	0.090845905	0
2531170.0	0.090845905	0
2532955.0	0.11038035	0
2533016.0	0.06721547	0
2533016.0	0.06721547	0
2533016.0	0.06721547	0
2533016.0	0.06721547	0
2533017.0	0.05390083	0
2533017.0	0.05390083	0
2536181.0	0.06678153	0
2536181.0	0.06678153	1
2536181.0	0.06678153	0
2538503.0	0.0635377	0
2542397.0	0.058299664	0
2543003.0	0.05313775	0
2546372.0	0.06462092	1
2546376.0	0.070103236	1
2546416.0	0.072731696	0
2546416.0	0.072731696	0
2546434.0	0.06689081	1
2547889.0	0.07812517	0
2553057.0	0.08250275	0
2553057.0	0.08250275	0
2553061.0	0.10119621	2
2553061.0	0.10119621	0
2556664.0	0.13683896	0
2556664.0	0.13683896	0
2556666.0	0.07307307	0
2556666.0	0.07307307	0
2556666.0	0.07307307	0
2556666.0	0.07307307	0
2556666.0	0.07307307	0
2556666.0	0.07307307	0
2556675.0	0.08013454	0
2556689.0	0.056833196	0
2559826.0	0.059758883	0
2559826.0	0.059758883	0
2559826.0	0.059758883	1
2559826.0	0.059758883	0
2559826.0	0.059758883	0
2559826.0	0.059758883	0
2559826.0	0.059758883	0
2561009.0	0.08301742	0
2561009.0	0.08301742	0
2565667.0	0.07902971	0
2565667.0	0.07902971	0
2565667.0	0.07902971	0
2565670.0	0.088668175	0
2567964.0	0.05561591	0
2567964.0	0.05561591	0
2567965.0	0.062128864	0
2569011.0	0.06723918	0
2569011.0	0.06723918	0
2571038.0	0.06750593	0
2572041.0	0.15708409	0
2572041.0	0.15708409	0
2572041.0	0.15708409	0
2572045.0	0.06763034	0
2572046.0	0.060984567	0
2572047.0	0.063626714	0
2572047.0	0.063626714	0
2575206.0	0.12408779	0
2576186.0	0.06181738	0
2576187.0	0.07515217	0
2577685.0	0.0550644	0
2577942.0	0.06495182	0
2578976.0	0.07135405	0
2578976.0	0.07135405	0
2578976.0	0.07135405	0
2578976.0	0.07135405	0
2578976.0	0.07135405	0
2578976.0	0.07135405	0
2578976.0	0.07135405	0
2578976.0	0.07135405	0
2579287.0	0.076251805	0
2579303.0	0.05516834	0
2581654.0	0.057255503	1
2581654.0	0.057255503	0
2582242.0	0.07064656	0
2582677.0	0.06781592	0
2583389.0	0.07112585	0
2583979.0	0.051853117	0
2583982.0	0.054551855	2
2584009.0	0.1105133	1
2584009.0	0.1105133	0
2584629.0	0.05242904	0
2584632.0	0.058756024	0
2584645.0	0.08263971	0
2584645.0	0.08263971	2
2584645.0	0.08263971	0
2585577.0	0.06287885	0
2585577.0	0.06287885	1
2585577.0	0.06287885	0
2586628.0	0.053950284	0
2586628.0	0.053950284	0
2586628.0	0.053950284	0
2586631.0	0.0540425	0
2587466.0	0.0896021	0
2588582.0	0.050799273	1
2588582.0	0.050799273	0
2588882.0	0.055536177	0
2589163.0	0.09364959	0
2592264.0	0.07069219	0
2596106.0	0.059263423	0
2596110.0	0.06173041	0
2596115.0	0.06502716	0
2599899.0	0.0787352	1
2600629.0	0.053767644	0
2600792.0	0.060241845	0
2602994.0	0.066618316	2
2603042.0	0.061038993	0
2605208.0	0.06990103	0
2605737.0	0.09847462	0
2605737.0	0.09847462	0
2605759.0	0.05325216	0
2605759.0	0.05325216	0
2605761.0	0.056709398	0
2607261.0	0.10191806	0
2607302.0	0.087390244	0
2607302.0	0.087390244	0
2610646.0	0.056194518	0
2611980.0	0.054167457	0
2612654.0	0.08303531	0
2612685.0	0.068754	0
2613254.0	0.06956659	0
2613408.0	0.067876875	0
2613589.0	0.06094388	0
2613589.0	0.06094388	0
2613589.0	0.06094388	0
2613589.0	0.06094388	0
2613589.0	0.06094388	0
2613589.0	0.06094388	0
2613589.0	0.06094388	0
2613589.0	0.06094388	0
2613894.0	0.0620404	0
2613968.0	0.06420777	0
2613968.0	0.06420777	2
2614942.0	0.09824052	0
2614960.0	0.050517626	0
2615123.0	0.06825242	0
2615276.0	0.08714398	0
2615296.0	0.09955515	0
2615347.0	0.056542903	0
2615347.0	0.056542903	0
2615437.0	0.06371693	0
2615763.0	0.0619763	0
2615786.0	0.071325265	0
2621138.0	0.053356003	0
2625342.0	0.05059882	0
2626695.0	0.06893166	0
2627172.0	0.053167272	0
2627182.0	0.06538043	0
2627182.0	0.06538043	0
2627183.0	0.059070107	0
2627246.0	0.07330789	0
2627258.0	0.05087595	0
2627258.0	0.05087595	0
2627258.0	0.05087595	0
2627994.0	0.05271386	0
2627994.0	0.05271386	0
2628001.0	0.05074404	0
2628032.0	0.055443723	0
2628097.0	0.08061625	0
2628097.0	0.08061625	2
2628123.0	0.064090356	0
2628138.0	0.06361425	0
2628138.0	0.06361425	2
2628138.0	0.06361425	0
2628175.0	0.06890933	0
2628175.0	0.06890933	0
2628177.0	0.09200986	0
2628177.0	0.09200986	0
2628177.0	0.09200986	0
2628341.0	0.054176692	0
2628341.0	0.054176692	0
2628868.0	0.11134382	0
2628943.0	0.069721736	0
2629028.0	0.051633332	0
2629028.0	0.051633332	0
2629028.0	0.051633332	0
2629028.0	0.051633332	0
2629468.0	0.051315036	0
2629690.0	0.052165598	0
2629690.0	0.052165598	0
2629964.0	0.07094978	2
2629964.0	0.07094978	1
2629964.0	0.07094978	0
2629964.0	0.07094978	0
